27131 (20806.53, 100.4116, 20356, 21445)
27191 (20809.23, 100.3013, 20292, 21349)
27252 (20806.94, 95.2821, 20356, 21189)
27312 (20814.8, 93.89158, 20308, 21173)
27372 (20815.64, 103.851, 20180, 21205)
27432 (20812.76, 97.21477, 20164, 21221)
27492 (20808.99, 103.462, 20196, 21301)
27552 (20819.02, 97.52369, 20372, 21285)
27613 (20825.77, 98.92582, 20196, 21445)
27673 (20814.17, 105.6729, 20084, 21189)
27733 (20818.07, 102.897, 20164, 21141)
27793 (20827.0, 102.3833, 20180, 21333)
27853 (20824.87, 98.28635, 20388, 21541)
27913 (20827.49, 98.45492, 20228, 21205)
27974 (20824.38, 92.72884, 20292, 21125)
28034 (20827.43, 95.85387, 20436, 21349)
28094 (20821.89, 107.6931, 20372, 21445)
28154 (20834.82, 103.8643, 20420, 21253)
28214 (20838.43, 98.57869, 20244, 21173)
28274 (20841.1, 101.8723, 20180, 21253)
28334 (20852.78, 111.3232, 20452, 21589)
28395 (20855.27, 92.04477, 20276, 21221)
28455 (20866.38, 110.4183, 20148, 21301)
28515 (20866.0, 98.75441, 20388, 21189)
28575 (20876.05, 99.5341, 20452, 21301)
28635 (20875.46, 98.55624, 20212, 21301)
28695 (20878.02, 92.99203, 20404, 21285)
28756 (20870.43, 110.5139, 20276, 21509)
28816 (20880.11, 107.8843, 20164, 21509)
28876 (20880.56, 103.9363, 20100, 21429)
28936 (20886.92, 106.3744, 20244, 21669)
28996 (20881.74, 101.362, 20436, 21221)
29056 (20872.02, 97.25902, 20420, 21253)
29117 (20873.11, 107.3244, 20420, 21557)
29177 (20869.21, 92.82485, 20404, 21221)
29237 (20874.73, 110.1133, 20324, 21397)
29297 (20876.26, 100.661, 20164, 21317)
29357 (20871.7, 107.1052, 20436, 21637)
29417 (20864.11, 106.495, 20468, 21269)
29477 (20866.64, 103.3251, 20420, 21269)
29538 (20873.14, 90.9891, 20452, 21461)
29598 (20873.06, 95.91695, 20148, 21285)
29658 (20870.36, 100.9566, 20388, 21285)
29718 (20886.6, 95.79353, 20436, 21557)
29778 (20870.94, 107.0453, 20372, 21269)
29838 (20876.53, 90.20927, 20485, 21285)
29899 (20873.06, 101.9488, 20452, 21413)
29959 (20884.68, 93.03728, 20485, 21429)
30019 (20873.67, 92.30777, 20485, 21253)
30079 (20876.71, 103.9304, 20420, 21381)
30139 (20879.12, 101.5091, 20164, 21653)
30199 (20875.94, 99.77925, 20356, 21461)
30260 (20880.51, 94.36374, 20436, 21461)
30320 (20879.36, 102.6315, 20420, 21573)
30380 (20887.45, 96.2591, 20356, 21333)
30440 (20887.75, 97.38071, 20052, 21285)
30500 (20889.72, 99.16726, 20212, 21301)
30560 (20901.35, 102.1587, 20116, 21509)
30620 (20914.35, 103.2301, 20324, 21685)
30681 (20915.42, 89.67616, 20517, 21381)
30741 (20918.68, 110.174, 20517, 21669)
30801 (20916.38, 106.0958, 20420, 21381)
30861 (20924.9, 93.36869, 20372, 21317)
30921 (20921.94, 93.82468, 20468, 21349)
30981 (20924.85, 109.9242, 19956, 21445)
31042 (20927.82, 103.8963, 20485, 21429)
31102 (20943.1, 89.79611, 20517, 21653)
31162 (20935.43, 99.96603, 20388, 21413)
31222 (20929.02, 100.8884, 20372, 21221)
31282 (20937.91, 103.6304, 20452, 21381)
31342 (20926.96, 110.7299, 20068, 21557)
31403 (20925.12, 93.27616, 20533, 21541)
31463 (20926.51, 97.68064, 20501, 21413)
31523 (20920.28, 102.6215, 20356, 21589)
31583 (20916.2, 102.4617, 20260, 21317)
31643 (20919.03, 93.91336, 20485, 21333)
31703 (20925.92, 94.77843, 20517, 21573)
31763 (20920.95, 95.01217, 20388, 21493)
31824 (20928.88, 96.11602, 20452, 21413)
31884 (20926.27, 102.7174, 20404, 21605)
31944 (20921.11, 105.2629, 20372, 21301)
32004 (20922.37, 94.00739, 20501, 21349)
32064 (20931.45, 83.75505, 20533, 21285)
32124 (20923.36, 103.2604, 20485, 21381)
32185 (20921.48, 96.78786, 20356, 21301)
32245 (20932.63, 99.20196, 20372, 21557)
32305 (20924.26, 111.4086, 20308, 21685)
32365 (20928.51, 100.4257, 20420, 21541)
32425 (20924.56, 99.36874, 20485, 21253)
32485 (20933.03, 91.96671, 20485, 21381)
32546 (20944.35, 98.0374, 20436, 21381)
32606 (20943.34, 112.5466, 20468, 21269)
32666 (20961.79, 96.45817, 20581, 21413)
32726 (20966.66, 97.59092, 20565, 21669)
32786 (20951.64, 108.1944, 20533, 21365)
32846 (20963.58, 101.1598, 20517, 21557)
32906 (20965.37, 95.39539, 20501, 21477)
32967 (20967.11, 105.112, 20485, 21589)
33027 (20977.13, 98.33523, 20436, 21557)
33087 (20982.49, 103.0118, 20356, 21669)
33147 (20975.98, 95.21418, 20549, 21413)
33207 (20984.23, 101.2195, 20517, 21445)
33267 (20991.02, 106.2856, 20565, 21669)
33328 (20986.77, 104.903, 20517, 21669)
33388 (20983.59, 100.9176, 20372, 21477)
33448 (20979.74, 92.31098, 20468, 21301)
33508 (20984.45, 93.21057, 20613, 21509)
33568 (20972.5, 93.74035, 20292, 21301)
33628 (20974.51, 99.88503, 20308, 21445)
33689 (20962.97, 104.1826, 20485, 21381)
33749 (20979.4, 97.84442, 20324, 21653)
33809 (20978.89, 100.6429, 20549, 21365)
33869 (20965.02, 103.1967, 20244, 21301)
33929 (20971.81, 107.9647, 20452, 21605)
33989 (20971.3, 103.5546, 20388, 21989)
34049 (20963.53, 108.9338, 20164, 21269)
34110 (20969.86, 94.63183, 20533, 21509)
34170 (20972.66, 95.24651, 20468, 21285)
34230 (20965.51, 105.8917, 20388, 21381)
34290 (20976.46, 107.3722, 20116, 21637)
34350 (20982.55, 94.09113, 20597, 21637)
34410 (20972.13, 103.568, 20517, 21429)
34471 (20975.02, 95.32475, 20468, 21541)
34531 (20984.31, 105.0758, 20404, 21701)
34591 (20976.41, 89.9938, 20581, 21317)
34651 (20986.34, 113.7451, 20100, 21717)
34711 (20985.43, 93.41914, 20533, 21445)
34771 (21002.77, 90.05474, 20581, 21589)
34831 (21003.44, 97.06906, 20565, 21349)
34892 (21011.16, 100.0209, 20581, 21557)
34952 (21017.38, 99.63068, 20597, 21525)
35012 (21009.1, 107.7484, 20340, 21509)
35072 (21018.77, 94.88795, 20565, 21397)
35132 (21014.31, 114.7693, 20501, 21669)
35192 (21019.25, 102.4351, 20468, 21445)
35253 (21030.04, 105.7491, 20565, 21653)
35313 (21032.74, 96.45351, 20436, 21589)
35373 (21029.13, 98.01019, 20613, 21333)
35433 (21037.68, 92.32341, 20677, 21557)
35493 (21030.66, 109.9154, 20581, 21685)
35553 (21030.36, 106.0728, 20501, 21525)
35614 (21030.07, 97.60831, 20581, 21653)
35674 (21017.25, 104.3765, 20501, 21381)
35734 (21026.11, 104.0751, 20148, 21397)
35794 (21016.71, 104.6181, 20581, 21445)
35854 (21020.29, 94.02779, 20533, 21733)
35914 (21023.31, 100.6564, 20292, 21461)
35974 (21015.56, 100.1706, 20420, 21733)
36035 (21017.86, 98.37143, 20533, 21557)
36095 (21014.5, 107.0611, 20565, 21557)
36155 (21020.35, 97.09693, 20565, 21413)
36215 (21028.52, 99.4291, 20565, 21525)
36275 (21024.11, 95.30431, 20629, 21381)
36335 (21021.09, 108.2244, 20533, 21525)
36396 (21030.39, 107.5913, 20388, 21765)
